StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,QID3,Q1,Q1_9_TEXT,Q2,Q3,Q4,Q4_19_TEXT,Q5,Q6,Q7,Q8,Q8_7_TEXT,Q9,Q9_4_TEXT,Q10,Q11,Q12,Q12_7_TEXT,Q 13-20_1,Q 13-20_2,Q 13-20_3,Q 13-20_4,Q 13-20_5,Q 13-20_6,Q 13-20_7,Q 13-20_8,Q21,Q22,Q 23-38_1,Q 23-38_2,Q 23-38_3,Q 23-38_4,Q 23-38_5,Q 23-38_6,Q 23-38_7,Q 23-38_8,Q 23-38_9,Q 23-38_10,Q 23-38_11,Q 23-38_12,Q 23-38_13,Q 23-38_14,Q 23-38_15,Q 23-38_16,Q 23-38_16_TEXT,Q39,Q40,Q 41-56_1,Q 41-56_2,Q 41-56_3,Q 41-56_4,Q 41-56_5,Q 41-56_6,Q 41-56_7,Q 41-56_8,Q 41-56_9,Q 41-56_10,Q 41-56_11,Q 41-56_12,Q 41-56_13,Q 41-56_14,Q 41-56_15,Q 41-56_16,Q57,Q58,Q59,Q60,Q61
9/17/24 16:47,9/17/24 17:02,IP Address,,100,890,TRUE,9/17/24 17:02,R_3tfXzKBZuF0DXgt,,,,,,,anonymous,EN,Sí,Colombia,,Sí,Nivel universitario,Inglés,,41,14 años,He usado GenAI.,"ChatGPT,Gemini,Otro",Twee,ChatGPT,,"No, uso la versión gratuita.","Muy accesibles (por ejemplo, puedo acceder y usar las herramientas de IA generativa cuando quiera)","Computadora,iPad o tableta,Teléfono celular",,4 - Sí,4 - Sí,4 - Sí,3 - Moderadamente,4 - Sí,3 - Moderadamente,3 - Moderadamente,3 - Moderadamente,Sí,Semanalmente,2 = En poca medida,3 = En alguna medida,2 = En poca medida,3 = En alguna medida,1 = Para nada,1 = Para nada,3 = En alguna medida,1 = Para nada,1 = Para nada,4 = En gran medida,2 = En poca medida,3 = En alguna medida,2 = En poca medida,2 = En poca medida,2 = En poca medida,1 = Para nada,,"Talleres,Programa de preparación de profesores,Colegas,Internet (por ejemplo, Google, YouTube),Experimentación",Sí,2 = En poca medida,3 = En alguna medida,3 = En alguna medida,2 = En poca medida,2 = En poca medida,2 = En poca medida,2 = En poca medida,2 = En poca medida,2 = En poca medida,2 = En poca medida,2 = En poca medida,3 = En alguna medida,2 = En poca medida,2 = En poca medida,2 = En poca medida,2 = En poca medida,,Menor esfuerzo en la elaboración de actividades. ,"Que las respuestas dadas por la IA no sean correctas. 
La falta de producción original por parte de los estudiantes. ","Uso la versión gratuita y tiene limitaciones de número de mensajes, creación de imágenes, entre otras. ","Sí, diferentes usos de dichas herramientas. "
9/18/24 8:45,9/18/24 9:36,IP Address,,100,3062,TRUE,9/18/24 9:36,R_1MLvd4HM0zs5Chc,,,,,,,anonymous,EN,Sí,Colombia,,Sí,Nivel universitario,Inglés,,38,17 años,He usado GenAI.,"ChatGPT,Otro",Copilot,ChatGPT,,"No, uso la versión gratuita.","Muy accesibles (por ejemplo, puedo acceder y usar las herramientas de IA generativa cuando quiera)",Computadora,,3 - Moderadamente,3 - Moderadamente,3 - Moderadamente,3 - Moderadamente,3 - Moderadamente,2 - Ligeramente,2 - Ligeramente,2 - Ligeramente,Sí,Mensualmente,1 = Para nada,2 = En poca medida,1 = Para nada,2 = En poca medida,2 = En poca medida,2 = En poca medida,1 = Para nada,1 = Para nada,2 = En poca medida,2 = En poca medida,2 = En poca medida,1 = Para nada,1 = Para nada,1 = Para nada,1 = Para nada,1 = Para nada,,"Talleres,Programa de preparación de profesores,Colegas",Sí,3 = En alguna medida,3 = En alguna medida,2 = En poca medida,2 = En poca medida,2 = En poca medida,2 = En poca medida,3 = En alguna medida,1 = Para nada,1 = Para nada,1 = Para nada,2 = En poca medida,1 = Para nada,2 = En poca medida,1 = Para nada,1 = Para nada,1 = Para nada,*,el proveer un feedback de guianza acerca del desempeño en determinado reto productivo.,la dependencia y menos productividad propia,el acogerse a la comodidad de que la IA haga el trabajo por mi y por mis estudiantes,"si, el como manejar y usar éticamente cada una de las herramientas."
9/18/24 10:44,9/18/24 10:54,IP Address,,100,644,TRUE,9/18/24 10:54,R_3QXUPcKw7z5H3Hj,,,,,,,anonymous,EN,Sí,Colombia,,Sí,Nivel universitario,Inglés,,30,9 años,He usado GenAI.,"ChatGPT,Gemini,Otro",GenAI en quizizz. Gamma.,ChatGPT,,"No, uso la versión gratuita.","Muy accesibles (por ejemplo, puedo acceder y usar las herramientas de IA generativa cuando quiera)","Computadora,Teléfono celular",,5 - Mucho,5 - Mucho,5 - Mucho,4 - Sí,4 - Sí,4 - Sí,4 - Sí,4 - Sí,Sí,Semanalmente,4 = En gran medida,3 = En alguna medida,3 = En alguna medida,4 = En gran medida,3 = En alguna medida,4 = En gran medida,4 = En gran medida,4 = En gran medida,3 = En alguna medida,3 = En alguna medida,4 = En gran medida,3 = En alguna medida,4 = En gran medida,4 = En gran medida,4 = En gran medida,4 = En gran medida,,"Colegas,Internet (por ejemplo, Google, YouTube),Experimentación",No,,,,,,,,,,,,,,,,,Calificar escritos,"Se le podría enseñar a los estudiantes a usar responsablemente todas estas herramientas, para mejorar su proceso de aprendizaje más que para hacerles la tarea.",Que todos los textos escritos solicitados a estudiantes sean producidos por GenAi.,Encontrar el equilibro entre el uso adecuado y la sobre utilización de estas herramientas. ,Sí. Me gustaría conocer más herramientas y más usos de todas las herramientas de IAs que existen hoy en día.
9/19/24 20:22,9/19/24 20:26,IP Address,,100,258,TRUE,9/19/24 20:26,R_6tD8SwDKOa11Edd,,,,,,,anonymous,EN,Sí,Colombia,,Sí,"Escuela media,Escuela secundaria,Nivel universitario",Inglés,,34,12 años,Nunca he oído hablar de ello.,,,,,,,,,1 - Para nada,1 - Para nada,1 - Para nada,1 - Para nada,1 - Para nada,1 - Para nada,1 - Para nada,1 - Para nada,No,,,,,,,,,,,,,,,,,,,Aún no he aprendido cómo usar la inteligencia artificial generativa en mi aula.,No,,,,,,,,,,,,,,,,,,,,,
9/16/24 14:31,9/16/24 14:31,IP Address,,13,26,FALSE,9/23/24 14:31,R_55uaW5SVCT115C1,,,,,,,anonymous,EN,Sí,Colombia,,Sí,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/16/24 18:36,9/16/24 21:22,IP Address,,87,9958,FALSE,9/23/24 21:22,R_1kIHQi237ywCW2R,,,,,,,anonymous,EN,Sí,Colombia,,Sí,Nivel universitario,Inglés,,.,10 años,He usado GenAI.,"ChatGPT,Otro",Copilot,ChatGPT,,"Sí, lo pago yo.","Muy accesibles (por ejemplo, puedo acceder y usar las herramientas de IA generativa cuando quiera)","Computadora,Teléfono celular",,4 - Sí,4 - Sí,4 - Sí,3 - Moderadamente,4 - Sí,4 - Sí,3 - Moderadamente,3 - Moderadamente,Sí,Semanalmente,5 = Con mucha frecuencia,5 = Con mucha frecuencia,5 = Con mucha frecuencia,4 = En gran medida,1 = Para nada,4 = En gran medida,2 = En poca medida,1 = Para nada,2 = En poca medida,3 = En alguna medida,4 = En gran medida,4 = En gran medida,2 = En poca medida,2 = En poca medida,2 = En poca medida,1 = Para nada,,"Talleres,Colegas,Experimentación",No,,,,,,,,,,,,,,,,,Calificar examenes orales,,,,
9/17/24 9:15,9/17/24 9:39,IP Address,,70,1465,FALSE,9/24/24 9:39,R_3kUBAjZJcVFNBu4,,,,,,,anonymous,EN,Sí,Colombia,,Sí,Nivel universitario,Inglés,,28,8,"He oído hablar de ello, pero no lo uso.",,,,,,,,,1 - Para nada,1 - Para nada,1 - Para nada,1 - Para nada,1 - Para nada,1 - Para nada,1 - Para nada,1 - Para nada,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/17/24 10:56,9/17/24 11:03,IP Address,,13,417,FALSE,9/24/24 11:03,R_79mJolHwQZLnlGI,,,,,,,anonymous,EN,Sí,Colombia,,Sí,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/15/24 9:27,10/15/24 9:37,IP Address,,100,642,TRUE,10/15/24 9:37,R_35Zo4b8qc3E3GWJ,,,,,,,anonymous,EN,Sí,Colombia,,Sí,Escuela secundaria,Inglés,,44,14,"He oído hablar de ello, pero no lo uso.",,,,,,,,,2 - Ligeramente,3 - Moderadamente,4 - Sí,3 - Moderadamente,1 - Para nada,1 - Para nada,1 - Para nada,2 - Ligeramente,No,,,,,,,,,,,,,,,,,,,"Internet (por ejemplo, Google, YouTube),Experimentación,Aún no he aprendido cómo usar la inteligencia artificial generativa en mi aula.",No,,,,,,,,,,,,,,,,,"Actividades de escritura y habla.
","Optimización del tiempo.
Diversidad de materiales y herramientas.",Falta de  experiencia y conocimiento.,Plagio,"Talleres prácticos y expereciales.
"
10/15/24 11:09,10/15/24 11:10,IP Address,,100,104,TRUE,10/15/24 11:10,R_10SXYtrdwXWNRml,,,,,,,anonymous,EN,Sí,Colombia,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/23/24 14:34,10/23/24 14:46,IP Address,,100,761,TRUE,10/23/24 14:46,R_3kFc4hBd9iofara,,,,,,,anonymous,EN,Sí,Colombia,,Sí,"Preescolar,Escuela primaria,Escuela media",Inglés,,31,5 años ,He usado GenAI.,ChatGPT,,ChatGPT,,"No, uso la versión gratuita.","Muy accesibles (por ejemplo, puedo acceder y usar las herramientas de IA generativa cuando quiera)",Computadora,,2 - Ligeramente,3 - Moderadamente,3 - Moderadamente,3 - Moderadamente,3 - Moderadamente,3 - Moderadamente,3 - Moderadamente,4 - Sí,Sí,Semanalmente,4 = En gran medida,2 = En poca medida,2 = En poca medida,2 = En poca medida,2 = En poca medida,2 = En poca medida,3 = En alguna medida,3 = En alguna medida,2 = En poca medida,4 = En gran medida,3 = En alguna medida,2 = En poca medida,2 = En poca medida,3 = En alguna medida,3 = En alguna medida,3 = En alguna medida,Investigar,"Colegas,Experimentación",No,,,,,,,,,,,,,,,,,Escribir mi tesis de investigación. Solo para aclarar dudas.,La cantidad de información a la que se tiene acceso.,Dependencia excesiva de esta.,Tender a usarlo de manera constante.,"Sí, me gustaría saber cuáles son las herramientas más efectivas y cómo usarlas.
"
10/23/24 14:41,10/23/24 14:51,IP Address,,100,603,TRUE,10/23/24 14:51,R_6njiI8yDPiXfAS5,,,,,,,anonymous,EN,Sí,Colombia,,Sí,Escuela secundaria,Inglés,,36,13 años ,He usado GenAI.,"ChatGPT,Otro",,Otro,"Copilot, Humata","No, uso la versión gratuita.","Muy accesibles (por ejemplo, puedo acceder y usar las herramientas de IA generativa cuando quiera)","Computadora,Teléfono celular",,4 - Sí,4 - Sí,4 - Sí,3 - Moderadamente,3 - Moderadamente,3 - Moderadamente,3 - Moderadamente,4 - Sí,Sí,Semanalmente,3 = En alguna medida,3 = En alguna medida,4 = En gran medida,4 = En gran medida,2 = En poca medida,3 = En alguna medida,3 = En alguna medida,2 = En poca medida,3 = En alguna medida,3 = En alguna medida,3 = En alguna medida,2 = En poca medida,2 = En poca medida,4 = En gran medida,4 = En gran medida,3 = En alguna medida,Evaluar actividades o planes de clases,"Colegas,Internet (por ejemplo, Google, YouTube),Experimentación",No,,,,,,,,,,,,,,,,,Generación de textos orales en ingles.  ,Posibilita un abanico de opciones de forma rápida y eficiente para la planeacion de clases. ,El uso excesivo que hacen los estudiantes para la creación de textos. ,Limitacion de acceso a características premium y recursos y conectividad para usarla en el aula de clases. ,"Si, su comprensión en profundidad y su uso de IA para la educación; como usarla para evitar dilemas éticos. "
10/23/24 14:53,10/23/24 15:02,IP Address,,100,535,TRUE,10/23/24 15:02,R_1pxtuwbySBouwxJ,,,,,,,anonymous,EN,Sí,Colombia,,Sí,"Escuela secundaria,Nivel universitario",Inglés,,35,17 años,He usado GenAI.,Gemini,,Otro,Meta IA,"No, uso la versión gratuita.","Muy accesibles (por ejemplo, puedo acceder y usar las herramientas de IA generativa cuando quiera)",Teléfono celular,,5 - Mucho,4 - Sí,4 - Sí,4 - Sí,4 - Sí,3 - Moderadamente,4 - Sí,5 - Mucho,Sí,Semanalmente,3 = En alguna medida,1 = Para nada,2 = En poca medida,1 = Para nada,1 = Para nada,3 = En alguna medida,3 = En alguna medida,1 = Para nada,1 = Para nada,3 = En alguna medida,3 = En alguna medida,1 = Para nada,2 = En poca medida,1 = Para nada,3 = En alguna medida,1 = Para nada,Na,"Colegas,Internet (por ejemplo, Google, YouTube),Experimentación",Sí,4 = En gran medida,4 = En gran medida,4 = En gran medida,1 = Para nada,1 = Para nada,4 = En gran medida,4 = En gran medida,4 = En gran medida,1 = Para nada,4 = En gran medida,4 = En gran medida,3 = En alguna medida,2 = En poca medida,4 = En gran medida,4 = En gran medida,5 = En grande medida,Proyectos de investigación guia ,Cómo apoyo para el aprendizaje de los estudiantes ,Que se acostumbren los estudiantes a solo usarla y no producir,"Conexión, y falta de equipos (cells, laptops)",How to use it better
10/23/24 15:11,10/23/24 15:41,IP Address,,100,1801,TRUE,10/23/24 15:41,R_110HL8Dll4Emj2G,,,,,,,anonymous,EN,Sí,Colombia,,Sí,Nivel universitario,Inglés,,53,30,He usado GenAI.,ChatGPT,,ChatGPT,,"Sí, lo pago yo.","Muy accesibles (por ejemplo, puedo acceder y usar las herramientas de IA generativa cuando quiera)","Computadora,Teléfono celular",,4 - Sí,4 - Sí,4 - Sí,4 - Sí,4 - Sí,4 - Sí,4 - Sí,4 - Sí,Sí,Semanalmente,5 = Con mucha frecuencia,5 = Con mucha frecuencia,5 = Con mucha frecuencia,5 = Con mucha frecuencia,5 = Con mucha frecuencia,5 = Con mucha frecuencia,5 = Con mucha frecuencia,5 = Con mucha frecuencia,3 = En alguna medida,4 = En gran medida,5 = Con mucha frecuencia,4 = En gran medida,4 = En gran medida,4 = En gran medida,3 = En alguna medida,1 = Para nada,,"Internet (por ejemplo, Google, YouTube),Experimentación",No,,,,,,,,,,,,,,,,,"Planeaciones de clase, análisis de datos, creación de contenido",,"Dependencia, información sesgada; falta de interacción humana; riesgo en la privacidad ; impacto en las evaluaciones ya que en ciertas ocasiones no se distingue la autenticidad de un trabajo; Preocupa el hecho de que se convierta en un sustituto del trabajo humano ","Margen de error en contenidos, es decir, los docentes deben asegurarse de que el contenido generado sea adecuado y libre de sesgos. Además, la IA requiere grandes cantidades de datos para personalizar el aprendizaje, los docentes deben velar por la protección de datos, no solo de ellos, sino de los estudiantes. Por otro lado, para algunos docentes podría ser complejo adaptarse o adaptar sus estilos de enseñanza a las IAs","No se puede negar que GenAI ofrece oportunidades valiosas para nosotros los docentes entre ellas la personalización del aprendizaje, análisis de datos y ayuda en el desarrollo de habilidades para procesos de investigación,; innovación en la educación a distancia y desarrollo de pensamiento crítico sobre pedagogía y tecnología, entre otros."
10/23/24 15:21,10/23/24 15:42,IP Address,,100,1259,TRUE,10/23/24 15:42,R_6rjvRkJXtaZbe9P,,,,,,,anonymous,EN,Sí,Colombia,,Sí,Escuela secundaria,Inglés,,37,15,"He oído hablar de ello, pero no lo uso.",,,,,,,,,4 - Sí,3 - Moderadamente,4 - Sí,3 - Moderadamente,4 - Sí,4 - Sí,3 - Moderadamente,3 - Moderadamente,No,,,,,,,,,,,,,,,,,,,"Talleres,Programa de preparación de profesores,Internet (por ejemplo, Google, YouTube),Experimentación",No,,,,,,,,,,,,,,,,,,Se pueden crear textos auténticos a partir de temas específicos ,Que se use de la manera correcta ,El poder aprender a usarla de la manera correcta,Si.. entrenamiento profesionales el manejo de estas nuevas herramientas 
10/23/24 16:22,10/23/24 16:40,IP Address,,100,1092,TRUE,10/23/24 16:40,R_6fldUSdSN5e0uc9,,,,,,,anonymous,EN,Sí,Colombia,,Sí,"Escuela secundaria,Nivel universitario",Inglés,,39,20,He usado GenAI.,"ChatGPT,Gemini",,ChatGPT,,"No, uso la versión gratuita.","Muy accesibles (por ejemplo, puedo acceder y usar las herramientas de IA generativa cuando quiera)","Computadora,Teléfono celular",,3 - Moderadamente,5 - Mucho,4 - Sí,3 - Moderadamente,3 - Moderadamente,3 - Moderadamente,3 - Moderadamente,3 - Moderadamente,Sí,Semanalmente,4 = En gran medida,4 = En gran medida,3 = En alguna medida,3 = En alguna medida,2 = En poca medida,4 = En gran medida,4 = En gran medida,4 = En gran medida,4 = En gran medida,3 = En alguna medida,4 = En gran medida,5 = Con mucha frecuencia,4 = En gran medida,4 = En gran medida,4 = En gran medida,1 = Para nada,,Experimentación,No,,,,,,,,,,,,,,,,,Producción textual,,,,
10/28/24 12:08,10/28/24 12:14,IP Address,,100,357,TRUE,10/28/24 12:14,R_6nxxLwca4XewcVj,,,,,,,anonymous,EN,Sí,Colombia,,Sí,Nivel universitario,Inglés,,53,20,He usado GenAI.,"ChatGPT,Gemini",,ChatGPT,,"No, uso la versión gratuita.","Algo accesibles (por ejemplo, puedo acceder a la IA generativa, pero no siempre es fácil)","Computadora,iPad o tableta,Teléfono celular",,3 - Moderadamente,4 - Sí,4 - Sí,3 - Moderadamente,4 - Sí,4 - Sí,3 - Moderadamente,4 - Sí,No,,,,,,,,,,,,,,,,,,,"Talleres,Programa de preparación de profesores,Estudiantes/Niños,Experimentación",No,,,,,,,,,,,,,,,,,Comprensión  auditiva,Autoaprendizaje,"Depencia , falta  de pensamiento crítico ",Limitaciones técnicas y en la formulación  de instrucciones  que den las respuestas  esperadas. ,Si
10/28/24 12:31,10/28/24 15:43,IP Address,,100,11495,TRUE,10/28/24 15:43,R_7WwgaPZN9glXhgR,,,,,,,anonymous,EN,Sí,Colombia,,Sí,"Escuela media,Nivel universitario",Inglés,,37,15 años ,He usado GenAI.,ChatGPT,,ChatGPT,,"No, uso la versión gratuita.","Muy accesibles (por ejemplo, puedo acceder y usar las herramientas de IA generativa cuando quiera)",Computadora,,3 - Moderadamente,4 - Sí,4 - Sí,2 - Ligeramente,2 - Ligeramente,3 - Moderadamente,3 - Moderadamente,4 - Sí,Sí,Semanalmente,3 = En alguna medida,3 = En alguna medida,4 = En gran medida,2 = En poca medida,2 = En poca medida,2 = En poca medida,4 = En gran medida,2 = En poca medida,2 = En poca medida,4 = En gran medida,2 = En poca medida,2 = En poca medida,2 = En poca medida,2 = En poca medida,2 = En poca medida,3 = En alguna medida,,"Talleres,Internet (por ejemplo, Google, YouTube)",No,,,,,,,,,,,,,,,,,Creo que no hay limitaciones en las actividades ,"Corrección de errores, ejemplos. ",Que los estudiantes se vuelven dependientes de la herramienta. ,Algunas personas piensan que por usar la herramienta ahora eres un profesor mediocre o flojo. ,"Si, me gustaría aprender como diseñar actividades diferenciadas para mis estudiantes. "
10/28/24 12:01,10/28/24 15:57,IP Address,,100,14190,TRUE,10/28/24 15:57,R_6LB8TSFCvebrYNi,,,,,,,anonymous,EN,Sí,Colombia,,Sí,Nivel universitario,Inglés,,37,13 años,He usado GenAI.,ChatGPT,,ChatGPT,,"No, uso la versión gratuita.","Muy accesibles (por ejemplo, puedo acceder y usar las herramientas de IA generativa cuando quiera)","Computadora,Teléfono celular",,4 - Sí,4 - Sí,4 - Sí,3 - Moderadamente,4 - Sí,4 - Sí,4 - Sí,4 - Sí,Sí,Semanalmente,3 = En alguna medida,4 = En gran medida,1 = Para nada,4 = En gran medida,1 = Para nada,3 = En alguna medida,1 = Para nada,1 = Para nada,1 = Para nada,1 = Para nada,1 = Para nada,2 = En poca medida,4 = En gran medida,1 = Para nada,1 = Para nada,1 = Para nada,,"Talleres,Programa de preparación de profesores,Colegas,Internet (por ejemplo, Google, YouTube),Experimentación",Sí,2 = En poca medida,2 = En poca medida,2 = En poca medida,4 = En gran medida,3 = En alguna medida,2 = En poca medida,3 = En alguna medida,2 = En poca medida,2 = En poca medida,3 = En alguna medida,3 = En alguna medida,3 = En alguna medida,4 = En gran medida,1 = Para nada,1 = Para nada,2 = En poca medida,Para que evalúe exámenes de producción oral por mi.,Hace algunas tareas más eficientes.,Que se creen herramientas que remplacen a los profesores totalmente.,No siempre da respuestas apropiadas para el nivel de mis estudiantes.,"Si, en las consecuencias éticas, en cómo crear actividades más complejas."
10/23/24 21:52,10/23/24 22:00,IP Address,,87,489,FALSE,10/30/24 22:00,R_3WGVhiq6n313kRx,,,,,,,anonymous,EN,Sí,Colombia,,Sí,"Escuela primaria,Escuela media",Inglés,,29,9 años,He usado GenAI.,ChatGPT,,ChatGPT,,"No, uso la versión gratuita.","Muy accesibles (por ejemplo, puedo acceder y usar las herramientas de IA generativa cuando quiera)","Computadora,Teléfono celular",,4 - Sí,4 - Sí,4 - Sí,4 - Sí,4 - Sí,4 - Sí,4 - Sí,4 - Sí,Sí,Semanalmente,4 = En gran medida,2 = En poca medida,2 = En poca medida,4 = En gran medida,4 = En gran medida,4 = En gran medida,3 = En alguna medida,1 = Para nada,2 = En poca medida,4 = En gran medida,5 = Con mucha frecuencia,2 = En poca medida,1 = Para nada,2 = En poca medida,4 = En gran medida,3 = En alguna medida,Revisión de textos ,"Colegas,Internet (por ejemplo, Google, YouTube),Experimentación",No,,,,,,,,,,,,,,,,,Diseño de exámenes ,,,,
10/27/24 16:26,10/27/24 16:27,IP Address,,7,55,FALSE,11/3/24 15:27,R_5f2P01nZBU8eZIG,,,,,,,anonymous,EN,Sí,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/27/24 16:27,10/27/24 16:35,IP Address,,13,448,FALSE,11/3/24 15:35,R_3sXc0PYWUanK2cw,,,,,,,anonymous,EN,Sí,Colombia,,Sí,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/27/24 17:41,10/27/24 18:38,IP Address,,83,3404,FALSE,11/3/24 17:38,R_6GP6qxJM6sOHAsA,,,,,,,anonymous,EN,Sí,Colombia,,Sí,Escuela secundaria,Inglés,,44,5,"He oído hablar de ello, pero no lo uso.",,,,,,,,,5 - Mucho,3 - Moderadamente,5 - Mucho,4 - Sí,5 - Mucho,3 - Moderadamente,4 - Sí,5 - Mucho,Sí,Semanalmente,4 = En gran medida,5 = Con mucha frecuencia,5 = Con mucha frecuencia,5 = Con mucha frecuencia,5 = Con mucha frecuencia,5 = Con mucha frecuencia,5 = Con mucha frecuencia,5 = Con mucha frecuencia,5 = Con mucha frecuencia,5 = Con mucha frecuencia,5 = Con mucha frecuencia,5 = Con mucha frecuencia,5 = Con mucha frecuencia,5 = Con mucha frecuencia,5 = Con mucha frecuencia,5 = Con mucha frecuencia,,"Talleres,Colegas,Estudiantes/Niños,Internet (por ejemplo, Google, YouTube),Otro (permita escribir la respuesta)",Sí,4 = En gran medida,4 = En gran medida,4 = En gran medida,3 = En alguna medida,5 = En grande medida,3 = En alguna medida,4 = En gran medida,5 = En grande medida,4 = En gran medida,3 = En alguna medida,4 = En gran medida,4 = En gran medida,5 = En grande medida,4 = En gran medida,4 = En gran medida,4 = En gran medida,,,,,
11/4/24 17:32,11/4/24 17:37,IP Address,,100,292,TRUE,11/4/24 17:37,R_2ysqxncTLuhYkiR,,,,,,,anonymous,EN,Sí,Colombia,,Sí,Nivel universitario,Inglés,,41,20,He usado GenAI.,ChatGPT,,ChatGPT,,"No, uso la versión gratuita.","Muy accesibles (por ejemplo, puedo acceder y usar las herramientas de IA generativa cuando quiera)","Computadora,Teléfono celular",,4 - Sí,4 - Sí,4 - Sí,4 - Sí,4 - Sí,4 - Sí,4 - Sí,4 - Sí,Sí,Semanalmente,3 = En alguna medida,3 = En alguna medida,3 = En alguna medida,3 = En alguna medida,3 = En alguna medida,3 = En alguna medida,3 = En alguna medida,3 = En alguna medida,3 = En alguna medida,3 = En alguna medida,2 = En poca medida,2 = En poca medida,3 = En alguna medida,3 = En alguna medida,4 = En gran medida,3 = En alguna medida,,Experimentación,Sí,3 = En alguna medida,3 = En alguna medida,3 = En alguna medida,4 = En gran medida,2 = En poca medida,3 = En alguna medida,3 = En alguna medida,3 = En alguna medida,3 = En alguna medida,3 = En alguna medida,3 = En alguna medida,3 = En alguna medida,3 = En alguna medida,3 = En alguna medida,4 = En gran medida,4 = En gran medida,,,,,
11/4/24 17:34,11/4/24 17:55,IP Address,,100,1288,TRUE,11/4/24 17:55,R_1bpVZxXAjW8XAVb,,,,,,,anonymous,EN,Sí,Colombia,,Sí,Escuela secundaria,Inglés,,53,21 años,He usado GenAI.,"ChatGPT,Gemini",,Gemini,,"No, uso la versión gratuita.","Muy accesibles (por ejemplo, puedo acceder y usar las herramientas de IA generativa cuando quiera)","Computadora,Teléfono celular",,3 - Moderadamente,3 - Moderadamente,3 - Moderadamente,3 - Moderadamente,2 - Ligeramente,2 - Ligeramente,2 - Ligeramente,2 - Ligeramente,Sí,Mensualmente,3 = En alguna medida,3 = En alguna medida,4 = En gran medida,3 = En alguna medida,2 = En poca medida,2 = En poca medida,3 = En alguna medida,2 = En poca medida,3 = En alguna medida,3 = En alguna medida,2 = En poca medida,2 = En poca medida,2 = En poca medida,2 = En poca medida,4 = En gran medida,1 = Para nada,,"Colegas,Internet (por ejemplo, Google, YouTube),Experimentación",No,,,,,,,,,,,,,,,,,Trading students,La seguridad de crear una actividad con los componentes que debe tener en poco tiempo ,Que los estudiantes también la usan y buscan la información sin meditar sobre la habilidad que se pretende desarrollar ,"Que la temática aunque se acerca de manera general al contexto , no alcanza a estar completamente situada al estudiante ",Programas basados en casos para desarrollar la literacidad y estrategias efectivas para mejorar la enseñanza 
11/4/24 18:10,11/4/24 18:21,IP Address,,100,640,TRUE,11/4/24 18:21,R_1rDCvN9ZbN2Dn0J,,,,,,,anonymous,EN,Sí,Colombia,,Sí,"Escuela secundaria,Nivel universitario",Inglés,,50,26,"He oído hablar de ello, pero no lo uso.",,,,,,,,,3 - Moderadamente,2 - Ligeramente,3 - Moderadamente,3 - Moderadamente,4 - Sí,4 - Sí,4 - Sí,4 - Sí,Sí,Semanalmente,3 = En alguna medida,2 = En poca medida,2 = En poca medida,3 = En alguna medida,3 = En alguna medida,3 = En alguna medida,3 = En alguna medida,4 = En gran medida,4 = En gran medida,3 = En alguna medida,3 = En alguna medida,3 = En alguna medida,3 = En alguna medida,3 = En alguna medida,3 = En alguna medida,3 = En alguna medida,,"Internet (por ejemplo, Google, YouTube)",No,,,,,,,,,,,,,,,,,Creo que para todo lo que fuera posible,Procesos más rápido ,Quizás el rol pasivo del estudiante trtr ,Tratar de implementar todo en un proceso,Manejo y uso 
